date,topic,tweet_id,tweet_text
2022_08_01,2022_08_01_6Games,https://twitter.com/OOSSports/status/1554233480669806592,The fact Ridley got a year and Watson is only getting 6 games shows how air-headed Roger Goodell is. He has less than three days to appeal the suspension. Definitely should and then impose one stronger himself on Deshaun Watson. NOT convincing me GAMBLING is worse than SA.
2022_08_01,2022_08_01_6Games,https://twitter.com/TMAC2GRIMEY/status/1554250137081348105,Cant believe Deshaun only got 6 games despite WATSON did
2022_08_01,2022_08_01_6Games,https://twitter.com/WholeLottaDame/status/1554232378918195201,Damian Lillard in games 1-6 WCSF: 27.2 PPG 6 APG 4.1 RPG 2 SPG 43.3 FG% 56 TS% He was solid before game 7 lets be honest. CJ didn’t “carry” him to the WCF.
2022_10_01,2022_10_01_After1,https://twitter.com/YogeshVermaSRK/status/1576337222332166144,#1MonthForSRKDay After 1 month we will again witness this
2022_10_01,2022_10_01_After1,https://twitter.com/ProfanityNewz/status/1576347293879767047,"More than 100 people died after a riot broke out at an Liga 1 football match between Arema and Persebaya at Kanjuruhan Stadium in Malang, Indonesia #NewsBreak #news #BreakingNews #Indonesia #malang #FIFAMobileIndonesia #fifa #FIFA23 #soccer"
2022_10_01,2022_10_01_After1,https://twitter.com/UTEPFB/status/1576340878351683585,tied 7-7 after 1
2022_10_01,2022_10_01_After1,https://twitter.com/TheInsiderPaper/status/1576340366185226240,"BREAKING: More than 100 people died after a riot broke out at an Liga 1 football match between Arema and Persebaya at Kanjuruhan Stadium in Malang, Indonesia"
2022_10_01,2022_10_01_After1,https://twitter.com/teumitadas/status/1576346220523532288,[COMEBACK STAGE] MITAIVES - After LIKE (1/2)
2022_11_01,2022_11_01_Bad26Boujee,https://twitter.com/boujiekenn/status/1587419412918829057,do it look like i got left off bad & boujee???
2022_11_01,2022_11_01_Bad26Boujee,https://twitter.com/dirathedoll/status/1587438376147456001,Do it look like i was left off bad & boujee?
2022_11_01,2022_11_01_Bad26Boujee,https://twitter.com/savlovescoco/status/1587462690594856960,do it look like im left off bad & boujee ?
2022_11_01,2022_11_01_Bad26Boujee,https://twitter.com/FCKNJORDAN/status/1587409929190744067,RIP TAKEOFF “do it look like I was left off bad and boujee”
2022_11_01,2022_11_01_Bad26Boujee,https://twitter.com/kurt_Ruto/status/1587448827337850881,Listening to Takeoff's verse in Bad and Boujee for the umpteenth time.
2022_11_01,2022_11_01_Bad26Boujee,https://twitter.com/Hailerosec/status/1587565540368859140,“Do it look like I was left off bad and boujee?!…”
2022_11_01,2022_11_01_Bad26Boujee,https://twitter.com/boujiekenn/status/1587419412918829057,do it look like i got left off bad & boujee???
2022_11_01,2022_11_01_Bad26Boujee,https://twitter.com/dirathedoll/status/1587438376147456001,Do it look like i was left off bad & boujee?
2022_11_01,2022_11_01_Bad26Boujee,https://twitter.com/savlovescoco/status/1587462690594856960,do it look like im left off bad & boujee ?
2022_11_01,2022_11_01_Bad26Boujee,https://twitter.com/FCKNJORDAN/status/1587409929190744067,RIP TAKEOFF “do it look like I was left off bad and boujee”
2022_11_01,2022_11_01_Bad26Boujee,https://twitter.com/kurt_Ruto/status/1587448827337850881,Listening to Takeoff's verse in Bad and Boujee for the umpteenth time.
2022_11_01,2022_11_01_Bad26Boujee,https://twitter.com/Hailerosec/status/1587565540368859140,“Do it look like I was left off bad and boujee?!…”
2023_03_01,2023_03_01_Avon,https://twitter.com/AvonSchools_Ops/status/1631005844509786117,"Installing backstop pads on this beautiful, sunny day Hope to see the backstop net soon! @ben_hodge @avfitch @coach_elderm @baseball_avon"
2023_03_01,2023_03_01_Avon,https://twitter.com/baseball_avon/status/1630922798200750082,April is fast approaching!! Don’t forget to register! #GRACE
2023_03_01,2023_03_01_Avon,https://twitter.com/WiltsHuntSabs/status/1630978404580196366,"We bet Fookes, the vile fox throwing Whipper-in for the Avon Vale, didn’t have “lifelong ban from hunting” on his bucket list!"
2023_03_01,2023_03_01_Avon,https://twitter.com/knicks_tape99/status/1631016612177367065,Ja moving like he is Avon Barksdale
2023_03_01,2023_03_01_Avon,https://twitter.com/lifeofquri/status/1631020416809549824,Thee first of its kind #avon #HydramaticLipstick
2023_04_01,2023_04_01_Athena,https://twitter.com/DorbyAllen/status/1642308594099167233,Athena QUICKLY becoming one of my favorites 
2023_04_01,2023_04_01_Athena,https://twitter.com/yo_athena/status/1642282618304581632,It all starts with you. Our world is a product of our vibrations. Fix your vibrations and watch everything else fall into place.
2023_04_01,2023_04_01_Athena,https://twitter.com/meloismone/status/1641970499768172545,TRINITY VS ATHENA OMG HOLD ON
